ID,District,County,Route,BackPM,AheadPM,EA,EFIS,TYP,RTL Award,Activity Category,Support Cost ($K),R/W Capital ($K),Construction Capital ($K),Total ($K),Status,Activity/Project Location
MB001168,7,LA,110,23.8,24.2,4P970,720000177.0,,02/10/21,Roadside (201.210),0,0,0,0,Active,"In Los Angeles County, City of Los Angeles. Highway Planting Restoration will remove existing irrigation system, roadside clearing dead and dying vegetation, and install trees, shrubs, ground covers, mulches, and automatic irrigation system."
MB001318,7,LA,10,,,1XX40,722000006.0,,,Major Damage - Emergency Opening (201.130),0,0,140,140,Active,"In Los Angeles County, City of Los Angeles, Sawtelle maintenance yard at north of LA-10 (R5.35) and southwest of LA-405 (PM29.62). Construct essential sanitation system and connect system to city sewer system to enhance worker health and safety."
MB001422,7,VEN,23,,,0Q980,722000116.0,,,Mobility - ADA (201.361),150,0,300,450,Active,"In Ventura County, City of Thousand Oaks, on Route 23 at Janss Road, Avenida De Los Arboles, and Sunset Hills Boulevard. Construct Americans with Disabilities Act (ADA) curb ramps."
MB001423,7,LA,605,,,0Q970,722000108.0,,,Protective Betterments (201.150),150,0,200,350,Active,"In Los Angeles County, City of Cerritos, at 183rd Street. Repair eroded slopes and upgrade existing downdrain."
MB001424,7,VEN,23,,,0Q990,722000124.0,,,Mobility - ADA (201.361),150,0,300,450,Active,"In Ventura County, City of Moorpark, on Route 23 at Tierra Rejada Road and New Los Angeles Avenue. Construct Americans with Disabilities Act (ADA) curb ramps."
MA000038,8,SBD,15,40.4,40.4,1F990,815000095.0,2019.0,,Mobility - Operational Improvements (201.310),0,0,1247,1247,Active,"In Victorville, from eastbound Route 18 (Palmdale Road) to southbound Route 15 onramp. Lengthen acceleration lane."
MA000039,8,RIV,215,23.4,24.0,1G370,815000216.0,2019.0,,Mobility - TMS (201.315),800,0,950,1750,Active,"In Perris, at Routes 215/74 Separation. Install new ramp metering systems."
MA000040,8,SBD,189,VAR,VAR,1H970,817000175.0,,,Safety - Collision Reduction (201.015),750,0,1247,1997,Active,"In Lake Arrowhead, from 0.2 mile east of Junction Route 18/189 to Junction Route 173/189 install Midwest Guardrail System (MGS) at various segments."
MA000041,8,SBD,215,13.9,13.9,1G291,818000114.0,2019.0,,Mobility - Operational Improvements (201.310),800,0,1200,2000,Active,"In Redlands, at California Street Undercrossing. Widen eastbound offramp."
MA000043,8,RIV,15,3.4,5.0,1K401,819000108.0,2019.0,,Mobility - Operational Improvements (201.310),0,0,1250,1250,Active,"In Temecula, on Riverside Route 15 from Temecula Parkway interchange to Rancho California Road offramp. Construct northbound auxiliary lane from 0.4 mile north of Temecula Parkway onramp to Rancho California Road offramp. Financial Contribution Only."
MB000111,8,RIV,74,32.4,32.4,1H860,817000141.0,2019.0,,Safety - SI (201.010),0,10,260,270,Active,PEDESTRIAN CROSSWALK AND HYBRID BEACON WITH LIGHTING
MB000115,8,RIV,74,82.3,83.2,0R781,816000034.0,2017.0,,Safety - Collision Reduction (201.015),0,120,291,411,Active,INSTALL MIDWEST GUARDRAIL SYSTEM (MGS) & TERMINAL END TREATMENT
MB000220,8,SBD,138,17,17,0Q302,819000026.0,,,Safety - Collision Reduction (201.015),370,0,318,688,Active,"In San Bernardino County, on Route 138, 1.8 miles east of Route 15 Junction. Replace culvert."
MB000306,8,SBD,15,,,1L390,820000062.0,2019.0,,Safety - Collision Reduction (201.015),0,0,300,300,Active,IN BARSTOW AT RIVERSIDE DRIVE OC AND IN NEEDLES AT RIVER ROAD OC
MB000370,8,SBD,60,R0.0,R4.4,1L340,820000044.0,2017.0,,Major Damage - Emergency Opening (201.130),130,0,250,380,Active,IN CHINO FROM THE RIV CO LN TO THE EUCLID WB ON-RAMP. SLAB REPLACEMENT
MB000373,8,RIV,15,,,1l410,820000073.0,2017.0,,Major Damage - Emergency Opening (201.130),150,0,260,410,Active,IN MURRIETA FROM CALIFORNIA OAKS RD UC TO BAXTER RD OC. SLAB REPLACEMENT
MB000374,8,RIV,15,,,1l400,820000072.0,2017.0,,Major Damage - Emergency Opening (201.130),185,0,280,465,Active,NEAR CORONA FROM INDIAN TRAIL U/C TO TEMESCAL CANYON. REPAIR DAMAGED AREA CAUSED BY WATER MAIN BREAK
MB000375,8,SBD,15,,,1L430,820000079.0,2017.0,,Major Damage - Emergency Opening (201.130),220,0,180,400,Active,"THE SOUTHERN REGIONAL LABORATORY 13970 VICTORIA STREET FONTANA, CA, 92336. RENT GENERATOR"
MB000376,8,RIV,215,,,1L610,820000121.0,2017.0,,Major Damage - Emergency Opening (201.130),175,0,290,465,Active,IN RIVERSIDE FROM UNIVERSITY KNOLLS OC TO DOWN STREET OH. SLAB REPLACEMENT
MB000522,8,RIV,15,5.0,8.7,1L860,820000171.0,2019.0,,Major Damage - Emergency Opening (201.130),175,10,320,505,Active,IN/NEAR CITY OF TEMECULA AND MURRIETTA ON RIV 15 FROM RANCHO CALIFORNIA ROAD TO JCT 15/215 AND 0N i-215 FROM JCT 15/215 TO MCCALL BLVD. REPAIR DAMAGED PAVEMENT.
MB000523,8,RIV,215,R35.8,R37.4,1L850,820000170.0,2019.0,,Major Damage - Emergency Opening (201.130),163,30,230,423,Active,IN/NR RIVERSIDE FROM CACTUS AVE TO EUCALYPTUS AVE. REPAIR SETTLED PAVEMENT
MA000602,8,RIV,10,6.480,6.71,0R570,812000120.0,,03/01/21,Safety - Collision Reduction (201.015),0,0,0,0,Active,"In Riverside County, near Beaumont from 6th St onramp to Rte 10 WB, near Hesperia from West Hesperia Overhead to Joshua Ave Overcrossing on Rte 15; also in San Bernardino County, near Highland on Rte 210 east of Del Rosa Ave UC. Install guardrail."
MA000603,8,RIV,91,21.3,21.3,1E110,813000153.0,,,Facilities (201.352),211,0,1052,1263,Active,"In Riverside County, at the Riverside Maintenance Station. Convert station to natural gas and upgrade water supply."
MB000605,8,SBD,138,,,0Q301,816000077.0,,,Roadside (201.210),130,0,150,280,Active,"In San Bernardino County, near Hesperia from 1.9 miles east of Route 15 to 0.1 mile west of Summit Post Office Road. Environmental mitigation."
MB000606,8,SBD,138,,,1J380,818000034.0,,,Roadside (201.210),200,0,250,450,Active,"In San Bernardino County, near Hesperia from Phelan Road to Route 15 Junction. Long term mitigation (CCC Directed)."
MA000607,8,SBD,138,R15.3,R15.3,1J490,818000057.0,,11/19/20,Facilities (201.352),0,0,0,0,Active,"In San Bernardino County, near Hesperia at Cajon Maintenance Station; also at Riverside Maintenance Station. Convert/reconfigure the existing residence to a regional office."
MA000608,8,SBD,40,R99.7,R99.7,1J620,818000087.0,,,Facilities (201.352),355,0,665,1020,Active,"In San Bernardino County, near Needles at Essex Maintenance Station. Reconstruct burned down residence."
MA000609,8,SBD,210,R30.100,R30.100,1J790,818000118.0,,,Mobility - Operational Improvements (201.310),5,0,1250,1255,Active,"In San Bernardino County, near Highland at the 5th Street eastbound offramp. Widen offramp. Financial Contribution Only (FCO) project."
MB000610,8,SBD,40,,,1K330,819000021.0,,,Roadside (201.210),200,0,283,483,Active,"In San Bernardino County, near Clipper Valley Wash Bridge, near Essex Rd; 45.0 miles east of Ludlow and 45.0 miles west of Needles. Initiate a landscape contract for the purchase, installation, watering, and maintenance of trees for 3-years."
MA000611,8,SBD,71,R6.200,R6.800,1L370,820000063.0,,,Mobility - Operational Improvements (201.310),5,0,1000,1005,Active,"In San Bernardino County, near Chino Hills from 0.3 mile north to 0.3 mile east of Pine Avenue. Overcrossing/operational improvements. Financial Contribution Only (FCO) project."
MA000612,8,SBD,10,R21.0,31.0,1L490,820000086.0,,04/09/21,Mobility - TMS (201.315),0,0,0,0,Active,"In San Bernardino County, near Yucaipa at Wildwood Rest Area; also in Riverside County, near Banning at Whitewater Rest Area; near Coachella at Cactus City Rest Area and near Blythe at Wiley's Well Rest Area. Install dynamic truck parking signs."
MA000613,8,SBD,10,29.2,29.4,1H161,820000087.0,,10/20/20,Mobility - Operational Improvements (201.310),0,0,0,0,Active,"In San Bernardino County, near Redlands at Alabama Street Overcrossing from Orange Tree Lane to Industrial Park Avenue. Widen eastbound offramp. Financial Contribution Only (FCO) project."
MA000615,8,SBD,10,24.800,24.800,1L590,820000114.0,,03/22/21,Safety - Collision Reduction (201.015),0,0,0,0,Active,"In San Bernardino County, near San Bernardino from 0.4 mile west of Waterman Avenue Undercrossing to 0.2 mile north of Connection Overcrossing. Install guardrail system."
MA000616,8,SBD,210,1.508,1.508,1L700,820000140.0,,03/24/21,Mobility - TMS (201.315),0,0,0,0,Active,"In Riverside and San Bernardino Counties, at various locations. Replace existing ""METER ON"" advance warning signs."
MA000617,8,RIV,74,11.8,R15.700,1L730,820000149.0,,03/16/21,Mobility - TMS (201.315),0,0,0,0,Active,"In Riverside County, near Lake Elsinore from Grand Avenue to Collier Avenue. Install Changeable Message Sign (CMS)."
MA000618,8,SBD,210,1,R25.200,1L760,820000151.0,,03/30/21,Roadside (201.210),0,0,0,0,Active,"In San Bernardino County, in and near Upland and Rancho Cucamonga from 0.5 mile west of Mountain Avenue Overcrossing to Golden Avenue Undercrossing. Restore plant establishment."
MB000749,8,SBD,138,R15.3,17.1,1L840,820000169.0,,,Safety - SI (201.010),180,20,220,420,Active,Near Hesperia from 0.1 mile E/O to 1.9 mile E/O JCT !5
MB000751,8,RIV,15,,,1L880,820000173.0,,,Major Damage - Emergency Opening (201.130),45,20,100,165,Active,"Near Murietta from Baxter Road to Clinton Keith Road, Repair damaged slabs."
MB000940,8,SBD,38,,,1J800,818000116.0,,,Safety - SI (201.010),390,0,320,710,Active,In San Bernardino County near City of Redlands at Turquoise Avenue. Place a Pedesrtrain Hybrid Beacon with Lighting.
MB000941,8,SBD,15,,,1J250,818000006.0,,,Safety - Collision Reduction (201.015),0,0,300,300,Active,In 18 San Bernardino County near the City of Victorville at Jct 18/W. Palmdale Road Sep. Remove/replace guardrail and End treatments to Standard
MB000942,8,SBD,15,,,1J090,817000295.0,,,Safety - Collision Reduction (201.015),431,0,280,711,Active,In San Bernardino County near Rancho Cucamonga at SB On from WB Route 210. Install Shoulder Rumble Strips.
MB000943,8,SBD,10,,,1K450,819000042.0,,,Safety - SI (201.010),405,0,250,655,Active,In San Bernardino County near the City of Loma Linda at Tippecanoe Avenue UC. Restripe existing lanes along Anderson Street between I-10 EB and Redlands Blvd to accomodate a Bicycle lane.
MA000945,8,RIV,79,25.7,25.7,1L570,820000107.0,,,Mobility - Operational Improvements (201.310),220,50,735,1005,Active,In Riverside County near Hemet at Lathan Street. Install Traffic signal.
MA000951,8,SBD,259,,,1L970,821000047.0,,,Roadside (201.210),511,0,1018,1529,Active,"In San San Bernardino County near San Bernardino from H Street OC to North E Street, on SBd 259 OC to 0.5 miles East of N. Waterman Ave IC, on SBd 210. Replace and rehabiliate landscapining and irrigation system."
MB000962,8,RIV,15,9.5,13.5,1M090,821000071.0,,,Major Damage - Emergency Opening (201.130),70,10,290,370,Active,"IN/NEAR MURRIETA FROM MURRIETA HOT SPRINGS ROAD OC TO CLINTON KEITH ROAD. REMOVE AND REPLACE CONCRETE SLABS,"
MA000975,8,SBD,15,,,0R850,812000200.0,,,Facilities (201.352),296,0,1243,1539,Active,In San Bernardino County at 94200 Clark Mountain Rd. 0n Route 15 about 33 miles E/O Baker at the Mountain Pass Maintenance station/Building Construction
MA000976,8,SBD,40,,,0R980,812000225.0,,,Facilities (201.352),259,0,1080,1339,Active,"In San Bernardino County AT NEEDLES MAINTENANCE STATION/CONSTRUCT FUEL CANOPY, REPLACE FUEL TANK, REPLACE CHAIN-LINK FENCE, AND REPLACE UNSOUND CONCRETE SLABS"
MA000984,8,SBD,10,,,1L990,821000056.0,,,Safety - Collision Reduction (201.015),380,0,415,795,Active,"In San Bernardino County at Various Cities. Add or replace signs,resripe the off ramps with enhanced pavement markers for wrong way details."
MA000986,8,SBD,15,,,0H791,821000072.0,,,Mobility - Operational Improvements (201.310),525,0,1200,1725,Active,In San Bernardino near the cities of Rancho Cucamonga and Fontana at N/B at Foothills N/B on ramp metering. Widen WB On Ramp to NB I-15..
MA001009,8,RIV,10,,,1L950,821000046.0,,,Roadside (201.210),483,0,1177,1660,Active,In Riverside County near the City of Banning from 0.25 miles west of 8th Street Interchange to south San Gorgonio Ave. Restore and Rehabilitate landscaping and irrigation system.
MA001035,8,SBD,10,,,1L960,821000049.0,,,Roadside (201.210),479,0,1089,1568,Active,IN RIVERSIDE COUNTY NEAR JURUPA VALLEY FROM O.5 MILE EAST OF PYRITE STREET T0 0.4 MILE OF PACIFIC AVENUE. RESTORE AND REHABILITATE LANDSCAPING AND IRRIGATION SYSTEM.
MA001036,8,SBD,10,31.6,31.9,1E710,814000079.0,,,Mobility - Operational Improvements (201.310),0,0,5,5,Active,"In the city of Redlands, from 0.6 mile east of 6th street to 0.2 mile west of Cypress Avenue. Interchange improvements (streamlined oversight)."
MB001105,8,SBD,60,R0.1,R0.1,1M160,821000082.0,,,Major Damage - Emergency Opening (201.130),70,10,250,330,Active,"IN CHINO AT WALNUT AVENUE. REMOVE AND DISPOSE OF DEBRIS, SEDIMENT AND VEGETATION."
MB001119,8,SBD,10,21.0,25.0,1M100,821000075.0,,,Major Damage - Emergency Opening (201.130),70,10,290,370,Active,In San Bernardino County on Route 210 between PM 21.0 and 25.0. Remove and replace damaged concrete
MB001121,8,SBD,215,9.0,12.0,1M120,821000077.0,,,Major Damage - Emergency Opening (201.130),70,10,290,370,Active,In San Bernardino from 0.03 mile S/O Massachusetts Avenue o.3 mile N/O SB off ramp to University Parkway.
MB001122,8,SBD,215,4.2,6.0,1M130,821000079.0,,,Major Damage - Emergency Opening (201.130),70,10,290,370,Active,In/Near San Bernardino from 215/10 Junction Mill Street O/C. Remove and replace damaged concrete slabs.
MB001123,8,RIV,60,21.3,22.4,1M140,821000080.0,,,Major Damage - Emergency Opening (201.130),70,10,290,370,Active,In/Near Moreno Valley fro Theodore Street EB Off Ramp to Gilman Springs Road EB on ramp. Remove and replace damaged asphalt pavement.
MA001124,8,RIV,15,,,1K851,821000095.0,,,Mobility - TMS (201.315),296,10,1250,1556,Active,"In Riverside and San Bernardino Counties at various locatiions on routes 10, 15, 60, 91, and 210. Upgrade CCTV and communication system."
MB001125,8,RIV,15,5.4,6.6,1M210,821000089.0,,,Major Damage - Emergency Opening (201.130),40,10,140,190,Active,In Temecula from Empire Creek Bridge to Jct79/Winchester OC. Repair Damaged Pavement.
MB001135,8,SBD,210,12.48,13.35,1M010,821000061.0,,,Major Damage - Emergency Opening (201.130),50,10,100,160,Active,In San Bernardino County on EB Route 210 at PM 12.48 and on WB Route 210 at PM 13.35. Install left plaques.
MA001170,8,RIV,15,R0.0,7.9,1L900,821000012.0,,,Mobility - TMS (201.315),0,0,1200,1200,Active,In/Near Temecula N/O Temecula Street to Winchester Road. Install new data collection and adaptive highway metering systems on I-15 NB from the San Diego County Line to the I-15/I-215 split.
MA001229,8,SBD,215,,,1J360,818000028.0,,,Mobility - Operational Improvements (201.310),525,0,1200,1725,Active,In San Bernardino County at Palm Avenue SB On Ramp. Widen On Ramp.
MB001261,8,SBD,210,R33.04,R33.04,1M470,821000123.0,,,Major Damage - Emergency Opening (201.130),70,0,330,400,Active,In City of Redlands 0n East 210- East 10 Connector.
MB001264,8,SBD,38,R12.8,R12.8,1M480,821000127.0,,,Major Damage - Emergency Opening (201.130),70,10,320,400,Active,Near Angelus Oaks At Mountain Home Bridge (BR #54-1046). Polyester Concrete Overlay.
MB001272,8,RIV,91,12.2,12.9,1M500,821000130.0,,,Major Damage - Emergency Opening (201.130),70,10,320,400,Active,In Riverside from La Sierra Avenue to Tyler Street. Replace damaged slabs.
MB001275,8,RIV,215,41.0,42.2,1M540,821000131.0,,,Major Damage - Emergency Opening (201.130),70,10,320,400,Active,In Riverside from Pennsylvania Avenue to Blaine Street.Remove and replace damaged concrete slabs.
MB001280,8,SBD,210,13.6,16.4,1M550,821000135.0,,,Major Damage - Emergency Opening (201.130),70,10,310,390,Active,In/Near City of Rialto from Citrus Avenue to Locust Avenue.
MB001290,8,SBD,38,51.9,51.9,1L910,821000038.0,,,Safety - Collision Reduction (201.015),0,0,300,300,Active,At intersection of SR 38 and Standford Cutoff by Big Bear Lake in San Bernardino County. Construct a roundabout at intersection of Sr 38 and Stanfield cutoff
MB001303,8,RIV,10,40.9,40.9,1M620,821000148.0,,,Major Damage - Emergency Opening (201.130),70,10,200,280,Active,Corona Maintenance Station. Repair damaged waterline.
MB001345,8,SBD,10,,,1M640,822000008.0,,,Major Damage - Emergency Opening (201.130),40,10,150,200,Active,In City of Fontana on Interstate 10 at Sierra Avenue Overcrossing.
MB001346,8,SBD,15,,,1M650,822000011.0,,,Major Damage - Emergency Opening (201.130),40,0,120,160,Active,"L5506, District 8 TMC. Provide and install Temporary Chillers."
MB001373,8,RIV,10,,,1M700,822000027.0,,,Major Damage - Emergency Opening (201.130),50,10,280,340,Active,In Riverside County at Isora Ditch. Repair damaged bridge column.
